station_id,metro_trips,Motivo no Destino e Zona de Origem -  residencia ,empregos,Viagens Diárias Atraídas por Motivo e Zona de Destino –Refeição,emprego Creditícios Financeiro,Funcionário Público,Viagens Diárias Atraídas por Motivo no Destino e Zona de Destino - residencia ,Viagens Diárias Atraídas por Motivo e Zona de Destino – Lazer,emprego servicos -  Administração Pública,Viagens Diárias Atraídas por Motivo e Zona de Destino –assuntos Pessoais,renda até 2.640
165,7962.48592987386,18231.918721324222,12192.690661956325,81.92997152172107,262.0530778111917,1477.9418543384118,15937.89360716641,2491.6133131111083,917.1666989115417,547.2172017857965,6607.061041862556
166,3136.121670839313,8224.573473360539,6025.441183928723,63.3508459820934,332.93786334426625,397.0510264077116,9554.811657749113,905.8041709799295,287.8372738972067,564.8179317411169,5574.501921503134
167,5991.5808124974965,13548.557607685696,9202.041485739806,126.91273487684725,295.400764762428,500.3615466526057,16055.396304149994,1461.080194344603,404.0382419165696,1265.7043833347216,8558.690693578716
168,10392.154554348934,17237.56394479496,8407.37344402332,34.808523508934236,51.31828583515807,442.8783114791797,21786.522259638914,1534.9587012350416,535.0318845823523,2923.6027122716555,11277.830517207432
169,4106.515832690237,9249.011967171447,6700.38233402302,81.53036072946725,178.70161591449772,215.34250580555175,9834.481645112834,519.2186329351007,301.822247070214,1256.741769674334,4386.601948069128
170,5220.829656750895,11102.711100127717,4510.858375391113,72.79004865316283,0.0,226.2432385509683,15104.443711262593,545.4436173328049,146.79292942110933,2311.735145791106,8563.478014086344
171,5703.450779085732,15266.661212891842,10068.44903033815,129.27664763456556,152.03042487615983,681.5240997585468,11787.228483400842,406.370765071471,818.4057442819333,1555.870680472001,2890.673279712402
172,10830.242611606905,30985.072660209487,19399.959382375404,294.74040965468384,430.55552140134444,1535.652791200817,15351.193458104432,786.0765932739185,1483.4197309898798,2879.2093991958204,2304.9516734517524
173,18123.82636832817,34725.661030036405,23357.226108737592,699.7015233000832,1940.250274256127,1291.8852403119142,12345.480513196975,2114.5486876403065,1158.1208813126077,2079.7715948462464,1511.9185134115337
174,23529.316343524803,32888.28223282691,26532.767650330363,977.5391870752289,1025.1611131932946,548.3489180643218,17201.86055392149,1631.6556579263329,1186.4315665456857,1010.2817809185844,1171.9544478091905
175,7421.976963901483,16199.92405398445,14105.635081549599,117.34387393411131,126.28514161814708,250.52727566259296,12503.69882025848,1499.4607583471359,314.8162189947418,2190.8262752838077,862.1117792701145
176,99540.8210460408,91579.41254741215,72795.79328381282,3295.358907823839,4439.6913295361355,4757.188631734301,37673.65702488086,4303.549481803177,5799.170794422313,6234.598828008294,6560.942142056107
177,12584.853211433825,19533.217693921884,22436.414981073744,32.17759530490026,411.8052168334104,172.5068936897227,10395.814692070056,224.58724174114982,102.10701548808252,695.1477915791544,3117.802108060033
